#X,Nf1,Nf2,fN3,Nf4,Nf5,Nf6,Nf7,Nf8,Nf9,Nf10,Nf11,Nf12,Nf13,Nf14,Nf15,Nf16,Nf17,Nf18,Nf19,Nf20,Nf21,Nf22,Nf29,Nf30,A-U,A-H,A-G,G-U,G-H,N-E,S-E,P-E,F-NG-F,S-NG-F,M-NG-F,N,G,S,M,L,S,fM,Y,
GEO298+1.p,49,275,324,3294,10742,10,55,49,173,280,28,55,10,58,58,0.0,1.0,18,4,236,3,1,3,3,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0
GRP631+1.p,11,132,143,336,1163,6,69,11,111,11,1,32,7,32,69,0.536232,0.463768,6,1,42,4,1,3,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0
HWV033-1.p,9,83,92,371,1246,3,5,9,19,45,5,3,1,3,11,0.4,0.272727,2,1,8,3,1,2,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0
KLE011+2.p,1,24,25,41,224,0,13,1,23,20,11,2,1,2,14,0.846154,0.142857,2,1,6,6,1,2,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0
KLE013+1.p,1,24,25,40,193,1,13,1,23,21,12,2,1,2,14,0.846154,0.142857,2,1,6,4,1,2,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0
KLE016+3.p,1,24,25,41,202,0,13,1,23,20,11,2,1,2,14,0.846154,0.142857,2,1,6,3,1,2,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0
KLE116+1.p,1,19,20,22,216,1,17,1,19,20,18,0,1,0,17,1.0,0.0,2,1,6,15,2,2,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0
KLE128+1.p,1,23,24,27,270,1,20,1,23,24,22,2,1,2,20,0.9,0.1,2,1,8,10,3,2,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0
LAT343+1.p,10,193,203,575,1771,7,50,10,96,9,0,37,6,37,51,0.26,0.72549,4,1,43,4,1,3,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0
LAT346+1.p,12,213,225,671,1945,9,52,12,110,14,0,39,8,39,53,0.25,0.735849,3,1,41,4,1,3,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0
LAT380+1.p,21,406,427,2396,6289,8,98,21,246,6,0,94,9,98,106,0.040816,0.924528,4,1,49,4,1,3,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0
LCL302-3.p,1,7,8,11,99,1,5,1,7,0,0,0,1,0,5,1.0,0.0,2,1,3,10,3,2,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0
LCL330-3.p,1,7,8,11,93,1,5,1,7,0,0,0,1,0,5,1.0,0.0,2,1,3,10,3,2,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0
LCL348-3.p,1,7,8,11,99,1,5,1,7,0,0,0,1,0,5,1.0,0.0,2,1,3,10,3,2,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0
NUM480+1.p,3,60,63,255,808,3,7,3,43,47,4,7,3,7,7,0.0,1.0,2,2,12,4,1,2,2,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
NUM503+1.p,11,80,91,332,1037,9,16,11,52,63,8,16,9,16,16,0.0,1.0,2,1,14,3,1,2,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0
NUM507+1.p,12,80,92,331,1034,10,16,12,53,64,9,16,10,16,16,0.0,1.0,2,1,14,3,1,2,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0
NUM621+1.p,12,208,220,753,2752,5,56,12,169,117,19,56,5,56,56,0.0,1.0,4,1,76,5,1,3,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0
REL005+4.p,1,15,16,17,295,0,15,1,15,16,16,0,1,0,15,1.0,0.0,2,1,6,11,4,2,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0
REL005-4.p,1,15,16,17,295,0,15,1,15,16,16,0,1,0,15,1.0,0.0,2,1,6,11,4,2,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0
REL019+2.p,1,17,18,18,271,1,17,1,17,18,18,2,1,2,17,0.882353,0.117647,2,1,6,11,3,2,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
REL019-2.p,1,17,18,18,271,1,17,1,17,18,18,2,1,2,17,0.882353,0.117647,2,1,6,11,3,2,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
REL047+1.p,1,14,15,15,139,1,14,1,14,15,15,2,1,2,14,0.857143,0.142857,2,1,6,5,2,2,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0
REL047-1.p,1,14,15,15,139,1,14,1,14,15,15,2,1,2,14,0.857143,0.142857,2,1,6,5,2,2,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0
SCT064-1.p,25,573,598,1264,11322,13,156,25,519,236,121,9,4,10,169,0.942308,0.059172,5,3,145,6,1,3,3,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0
SCT122+1.p,26,731,757,1873,15861,6,145,26,581,357,110,15,1,15,179,0.896552,0.083799,8,3,446,7,1,3,3,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0
SET042-3.p,5,159,164,421,1969,2,11,5,139,50,0,5,1,5,24,0.545455,0.208333,5,1,87,6,1,3,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0
SET612+3.p,2,22,24,51,209,1,4,2,18,8,3,0,1,0,6,1.0,0.0,2,2,10,3,1,2,2,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0
SET613+3.p,2,21,23,51,211,1,3,2,16,10,3,0,1,0,6,1.0,0.0,2,2,12,3,1,2,2,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0
SET692+4.p,3,28,31,69,257,1,0,3,22,5,0,0,1,1,3,0.0,0.333333,2,1,18,2,1,2,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0
SET693+4.p,3,28,31,69,257,1,0,3,22,5,0,0,1,1,3,0.0,0.333333,2,1,18,2,1,2,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0
SET802+4.p,3,138,141,459,2230,1,2,3,57,22,0,2,1,4,28,0.0,0.142857,4,2,60,2,1,3,2,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0
SET858-1.p,42,1325,1367,2591,8810,36,185,42,1292,134,91,125,9,125,193,0.324324,0.647668,6,3,327,4,1,3,3,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0
SEU132+2.p,8,60,68,152,619,2,15,8,46,42,8,3,2,3,25,0.8,0.12,3,2,24,2,1,3,2,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0
SEU215+2.p,22,357,379,1087,5228,9,48,22,287,205,26,22,3,22,71,0.541667,0.309859,5,2,196,5,1,3,2,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0
SEU225+2.p,22,413,435,1377,6227,9,54,22,330,238,26,26,3,26,77,0.518519,0.337662,5,2,212,5,1,3,2,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0
SEU266+1.p,6,31,37,81,351,2,8,6,27,13,1,3,1,3,9,0.625,0.333333,3,1,26,4,1,3,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0
SEU363+1.p,6,58,64,126,428,3,21,6,53,7,2,17,3,17,25,0.190476,0.68,2,1,19,3,1,2,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0
SEU394+2.p,94,3775,3869,18289,86607,59,526,94,1662,1758,43,304,35,310,612,0.422053,0.506536,7,2,1425,9,1,3,2,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0
SWC015-1.p,14,183,197,637,1938,2,59,14,149,87,3,17,2,17,59,0.711864,0.288136,2,1,54,5,1,2,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0
SWC022-1.p,14,183,197,637,1928,2,59,14,149,85,3,17,2,17,59,0.711864,0.288136,2,1,54,5,1,2,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0
SWC079-1.p,14,183,197,637,1928,2,59,14,149,85,3,17,2,17,59,0.711864,0.288136,2,1,54,5,1,2,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0
SWC120-1.p,14,183,197,633,1918,2,59,14,149,85,3,17,3,17,59,0.711864,0.288136,2,1,54,5,1,2,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0
SWC163-1.p,14,191,205,638,1937,3,63,14,150,92,6,21,3,27,69,0.666667,0.391304,2,1,54,5,1,2,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0
SWC164-1.p,14,191,205,638,1937,3,63,14,150,92,6,21,3,27,69,0.666667,0.391304,2,1,54,5,1,2,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0
SWC165-1.p,14,197,211,652,1981,3,63,14,154,98,8,21,3,31,73,0.666667,0.424658,2,1,54,5,1,2,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0
SWC166-1.p,14,184,198,617,1873,3,64,14,151,84,4,22,3,22,64,0.65625,0.34375,2,1,54,5,1,2,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0
SWC169-1.p,14,189,203,628,1909,3,63,14,150,90,6,21,3,27,69,0.666667,0.391304,2,1,54,5,1,2,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0
SWC170-1.p,14,185,199,619,1879,3,64,14,152,84,4,22,3,22,64,0.65625,0.34375,2,1,54,5,1,2,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0
SWC171-1.p,14,191,205,638,1937,3,63,14,150,92,6,21,3,27,69,0.666667,0.391304,2,1,54,5,1,2,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0
SWC172-1.p,14,191,205,638,1937,3,63,14,150,92,6,21,3,27,69,0.666667,0.391304,2,1,54,5,1,2,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0
SWC173-1.p,14,197,211,652,1981,3,63,14,154,98,8,21,3,31,73,0.666667,0.424658,2,1,54,5,1,2,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0
SWC174-1.p,14,184,198,617,1873,3,64,14,151,84,4,22,3,22,64,0.65625,0.34375,2,1,54,5,1,2,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0
SWC177-1.p,14,189,203,628,1909,3,63,14,150,90,6,21,3,27,69,0.666667,0.391304,2,1,54,5,1,2,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0
SWC178-1.p,14,185,199,619,1879,3,64,14,152,84,4,22,3,22,64,0.65625,0.34375,2,1,54,5,1,2,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0
SWC188-1.p,14,191,205,638,1937,3,63,14,150,93,7,21,3,27,69,0.666667,0.391304,2,1,54,5,1,2,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0
SWC192-1.p,14,189,203,628,1909,3,63,14,150,91,7,21,3,27,69,0.666667,0.391304,2,1,54,5,1,2,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0
SWC253-1.p,14,183,197,631,1910,2,59,14,149,85,3,17,3,17,59,0.711864,0.288136,2,1,54,5,1,2,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0
SWC354-1.p,14,183,197,631,1912,2,59,14,149,85,3,17,3,17,59,0.711864,0.288136,2,1,54,5,1,2,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0
SWC366-1.p,14,183,197,635,1926,2,59,14,149,85,3,17,3,17,59,0.711864,0.288136,2,1,54,5,1,2,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0
SWC382-1.p,14,183,197,633,1916,2,59,14,149,85,3,17,3,17,59,0.711864,0.288136,2,1,54,5,1,2,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0
SWV024+1.p,3,278,281,1892,8732,2,61,3,121,190,24,44,2,44,78,0.278689,0.564103,7,3,130,9,1,3,3,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0
SWV028+1.p,3,266,269,1561,7201,2,53,3,109,190,24,36,2,36,70,0.320755,0.514286,7,3,130,9,1,3,3,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0
SWV031+1.p,3,223,226,903,5531,2,64,3,104,148,24,47,2,47,81,0.265625,0.580247,7,3,130,9,1,3,3,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0
SWV114+1.p,3,260,263,1049,5883,2,62,3,108,154,25,45,2,45,79,0.274194,0.56962,7,3,130,9,1,3,3,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0
SWV117+1.p,3,261,264,1055,5913,2,62,3,109,155,25,45,2,45,79,0.274194,0.56962,7,3,130,9,1,3,3,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0
SWV122+1.p,3,230,233,922,5404,2,54,3,94,146,25,37,2,53,87,0.314815,0.609195,7,3,130,9,1,3,3,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0
SWV247-1.p,48,1356,1404,2650,9081,42,188,48,1322,148,107,127,10,127,196,0.324468,0.647959,6,2,333,4,1,3,2,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0
SWV271-1.p,92,2727,2819,6136,30856,55,634,92,2470,1103,603,177,12,177,700,0.72082,0.252857,18,2,557,8,1,3,2,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0
SWV272-1.p,92,2727,2819,6136,30856,55,634,92,2470,1103,603,177,12,177,700,0.72082,0.252857,18,2,557,8,1,3,2,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0
SWV277-1.p,113,2774,2887,6244,31728,76,650,113,2509,1153,649,178,15,178,717,0.726154,0.248257,18,2,569,8,1,3,2,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0
SWV321-1.p,76,1397,1473,2754,9768,69,197,76,1362,188,147,126,13,127,206,0.360406,0.616505,6,2,350,4,1,3,2,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0
SWV329-1.p,130,2827,2957,6375,32819,91,670,130,2558,1181,670,182,17,182,737,0.728358,0.246947,18,2,603,9,1,3,2,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0
SWV792-1.p,70,571,641,1229,10113,64,204,70,501,309,221,27,8,27,220,0.867647,0.122727,5,2,116,10,1,3,2,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0
SWV813-1.p,66,543,609,1191,9740,60,192,66,468,290,213,27,8,27,204,0.859375,0.132353,5,2,103,10,1,3,2,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0
SWV814-1.p,70,574,644,1249,10298,64,204,70,501,309,221,27,8,27,220,0.867647,0.122727,5,2,116,10,1,3,2,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0
SWV885-1.p,53,1067,1120,2736,17696,26,200,53,924,491,164,65,3,65,229,0.675,0.283843,5,2,105,7,1,3,2,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0
SWV886-1.p,45,573,618,1468,8682,23,114,45,493,274,84,40,3,40,131,0.649123,0.305344,4,2,33,7,1,3,2,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0
SWV989-1.p,167,292,459,807,31245,166,72,167,272,249,235,5,2,5,75,0.930556,0.066667,8,3,113,10,2,3,3,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0
SWW236+1.p,72,1654,1726,4466,28065,27,334,72,1365,725,173,222,8,222,377,0.335329,0.588859,5,2,192,7,1,3,2,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0
SWW287+1.p,63,1525,1588,4264,26929,20,229,63,1282,759,129,151,5,152,248,0.340611,0.612903,5,2,105,9,1,3,2,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0
AGT001+2.p,49,947,996,1168,5627,46,845,49,945,4,0,845,46,845,846,0.0,0.998818,2,1,5,5,1,2,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1
AGT002+1.p,43,586,629,801,4355,40,484,43,584,4,0,484,40,484,485,0.0,0.997938,2,1,5,5,1,2,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1
AGT002+2.p,48,948,996,1168,5627,45,846,48,946,4,0,846,45,846,847,0.0,0.998819,2,1,5,5,1,2,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1
AGT004+1.p,43,586,629,801,4355,40,484,43,584,4,0,484,40,484,485,0.0,0.997938,2,1,5,5,1,2,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1
AGT004+2.p,48,948,996,1168,5627,45,846,48,946,4,0,846,45,846,847,0.0,0.998819,2,1,5,5,1,2,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1
AGT017+1.p,43,586,629,801,4353,40,484,43,584,4,0,483,40,483,485,0.002066,0.995876,2,1,5,5,1,2,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1
ALG235-1.p,1,3,4,4,64,1,3,1,3,4,4,0,1,0,3,1.0,0.0,2,2,2,6,4,2,2,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1
ALG350-1.p,13,365,378,958,4881,2,32,13,340,167,3,30,1,30,33,0.0625,0.909091,3,2,32,4,1,3,2,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1
ALG397-1.p,31,681,712,1717,10390,10,155,31,614,313,48,137,4,137,156,0.116129,0.878205,5,2,69,8,1,3,2,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1
ANA003-4.p,1,11,12,27,137,1,0,1,7,0,0,0,1,0,1,0.0,0.0,2,1,12,6,1,2,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1
ANA016-2.p,2,7,9,16,68,2,1,2,6,5,2,1,2,1,1,0.0,1.0,3,2,6,4,1,3,2,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1
BOO005-2.p,1,14,15,15,115,1,14,1,14,15,15,0,1,0,14,1.0,0.0,2,1,5,3,2,2,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1
BOO005-4.p,1,8,9,9,67,1,8,1,8,9,9,0,1,0,8,1.0,0.0,2,1,5,3,2,2,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1
BOO006-2.p,1,14,15,15,115,1,14,1,14,15,15,0,1,0,14,1.0,0.0,2,1,5,3,2,2,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1
BOO006-4.p,1,8,9,9,67,1,8,1,8,9,9,0,1,0,8,1.0,0.0,2,1,5,3,2,2,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1
BOO013-1.p,1,26,27,65,265,1,14,1,26,3,1,4,1,4,14,0.714286,0.285714,2,1,5,2,1,2,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1
CAT012-3.p,1,17,18,36,131,1,4,1,15,11,5,1,1,1,6,0.75,0.166667,2,1,6,3,1,2,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1
CAT013-3.p,1,17,18,36,131,1,4,1,15,11,5,1,1,1,6,0.75,0.166667,2,1,6,3,1,2,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1
CAT016-3.p,1,17,18,36,127,1,4,1,15,10,4,1,1,1,6,0.75,0.166667,2,1,6,3,1,2,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1
CAT016-4.p,1,12,13,23,85,1,4,1,12,7,3,1,1,1,4,0.75,0.25,2,1,4,3,1,2,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1
CAT017-3.p,1,17,18,36,127,1,4,1,15,10,4,1,1,1,6,0.75,0.166667,2,1,6,3,1,2,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1
CAT017-4.p,1,12,13,23,85,1,4,1,12,7,3,1,1,1,4,0.75,0.25,2,1,4,3,1,2,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1
COL113-1.p,50,1353,1403,2680,9810,44,187,50,1311,160,99,123,9,123,195,0.342246,0.630769,6,3,357,5,1,3,3,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1
COM009-1.p,41,1329,1370,2577,8689,34,191,41,1300,139,93,123,8,124,200,0.356021,0.62,6,3,329,4,1,3,3,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1
COM016+1.p,2,49,51,224,670,0,8,2,31,2,0,8,0,8,8,0.0,1.0,4,1,27,2,1,3,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1
CSR042+2.p,10,1123,1133,1966,5332,4,344,10,1123,0,0,277,0,277,344,0.194767,0.805233,4,1,33,4,1,3,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1
CSR046+1.p,2,66,68,128,367,1,20,2,66,0,0,10,1,10,20,0.5,0.5,2,1,4,4,1,2,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1
CSR053+2.p,10,1123,1133,1966,5332,4,344,10,1123,0,0,277,1,277,344,0.194767,0.805233,4,1,33,4,1,3,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1
CSR057+2.p,10,1123,1133,1966,5332,4,344,10,1123,0,0,277,0,277,344,0.194767,0.805233,4,1,33,4,1,3,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1
CSR059+2.p,10,1123,1133,1966,5332,4,344,10,1123,0,0,277,1,277,344,0.194767,0.805233,4,1,33,4,1,3,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1
CSR067+2.p,10,1123,1133,1966,5332,4,344,10,1123,0,0,277,0,277,344,0.194767,0.805233,4,1,33,4,1,3,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1
CSR069+2.p,10,1123,1133,1966,5332,4,344,10,1123,0,0,277,1,277,344,0.194767,0.805233,4,1,33,4,1,3,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1
CSR072+4.p,183,44032,44215,65448,225456,99,23711,183,44032,2,0,22509,3,22509,23711,0.050694,0.949306,4,1,460,6,1,3,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1
CSR073+2.p,10,1123,1133,1966,5332,4,344,10,1123,0,0,277,0,277,344,0.194767,0.805233,4,1,33,4,1,3,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1
FLD056-3.p,2,26,28,79,269,2,3,2,23,0,0,3,2,3,3,0.0,1.0,2,1,6,2,1,2,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1
GEO001-1.p,4,18,22,66,325,4,4,4,12,8,0,1,4,1,4,0.75,0.25,6,5,25,2,1,3,3,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
GEO001-2.p,4,16,20,58,294,4,4,4,11,7,0,1,4,1,4,0.75,0.25,6,5,25,2,1,3,3,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
GEO002-2.p,4,15,19,57,290,4,3,4,10,7,0,0,4,0,3,1.0,0.0,6,5,25,2,1,3,3,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
GEO003-1.p,4,17,21,65,321,4,3,4,11,8,0,0,4,0,3,1.0,0.0,6,5,25,2,1,3,3,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
GEO003-2.p,4,15,19,57,290,4,3,4,10,7,0,0,4,0,3,1.0,0.0,6,5,25,2,1,3,3,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1
